item_number,location_no,size_id,value,loc_width,loc_depth,loc_height,case_width,case_length,case_height
103999,E1011-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.2,9.7,8.2
103999,E1507-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.2,9.7,8.2
1936178,B0022-3-1,140509,[New]Y1(RSB1),40.00,96.00,60.00,48.0,96.0,48.0
1936178,B0014-2-1,140509,[New]Y1(RSB1),40.00,96.00,60.00,48.0,96.0,48.0
1936178,B0023-3-1,140509,[New]Y1(RSB1),40.00,96.00,60.00,48.0,96.0,48.0
1936178,B0015-2-2,140509,[New]Y1(RSB1),40.00,96.00,60.00,48.0,96.0,48.0
8434,F1204-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.8,18.8,8.9
8434,F1005-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.8,18.8,8.9
8434,E0902-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.8,18.8,8.9
48518,C9909-1-4,140212,[New]B1(RSB1),20.00,48.00,48.00,14.4,23.0,13.4
88711,E0914-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,19.0,7.6
88711,E0810-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,19.0,7.6
100801,E1605-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.9,7.6,5.9
104356,D0812-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,11.5,10.8,5.3
104356,C0609-1-4,33150,[New]E3(RSB1),20.00,30.00,20.00,11.5,10.8,5.3
2192203,C0719-3-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
31187,F0306-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.7,12.4,5.6
31187,E0306-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.7,12.4,5.6
31187,F1602-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.7,12.4,5.6
107632,F0417-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,0.0,0.0,0.0
107632,E1305-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,0.0,0.0,0.0
52762,F0303-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.4,12.0,7.7
52762,E0807-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,12.0,7.7
66320,F1011-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.3,11.9,7.1
2025208,C5105-1-2,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
105931,E0413-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.4,10.9,5.7
107145,F0309-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,16.0,7.7
107145,E0218-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.4,16.0,7.7
107145,F1610-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.4,16.0,7.7
2181866,C0721-3-6,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
2155245,C0716-2-1,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
97037,C0519-2-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,0.0,0.0,0.0
97037,C0610-1-1,33150,[New]E3(RSB1),20.00,30.00,20.00,0.0,0.0,0.0
2213762,C5109-1-3,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
29016,F0104-4-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,11.0,16.3,8.5
91802,F0517-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.1,11.6,8.2
91802,E0415-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.1,11.6,8.2
100553,F0120-5-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.0,10.8,8.8
100553,E0702-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.0,10.8,8.8
2025221,C5105-1-2,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
107811,E1113-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.4,19.2,9.5
85292,D1016-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.6,19.8,7.6
85292,C0624-1-4,33150,[New]E3(RSB1),20.00,30.00,20.00,13.6,19.8,7.6
92326,F0911-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.1,16.3,7.7
92326,E0420-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.1,16.3,7.7
100688,E0404-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.0,12.6,5.9
100688,F0103-1-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.0,12.6,5.9
100688,F1013-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.0,12.6,5.9
94723,F0502-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.9,8.4,12.2
94723,E0819-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.9,8.4,12.2
94723,F0412-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.9,8.4,12.2
101498,D0717-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,17.0,8.1
101498,C0709-2-6,140382,[New]H1(RSB1),15.00,30.00,12.00,12.5,17.0,8.1
107937,F1602-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.0,14.8,11.7
29367,E0616-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.0,10.5,8.2
2130688,C0715-2-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
96953,C1013-1-4,140212,[New]B1(RSB1),20.00,48.00,48.00,23.5,19.9,7.6
74074,D0208-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
74074,D0212-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
24092,F0205-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0708-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0715-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0218-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0719-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0215-5-1,140403,[New]A2(RSB10),40.00,48.00,48.00,24.1,19.4,5.3
24092,F0514-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,24.1,19.4,5.3
24092,F0514-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,24.1,19.4,5.3
24092,E0502-1-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,24.1,19.4,5.3
24092,E0402-1-2,140483,[New]C3b(RSB1),45.00,30.00,18.00,24.1,19.4,5.3
24092,E0402-2-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,24.1,19.4,5.3
24092,F0701-2-1,140463,[New]A1(RSB10),40.00,48.00,60.00,24.1,19.4,5.3
91750,E0912-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.3,12.5,7.6
91750,F0608-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.3,12.5,7.6
92973,E0418-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.5,19.2,11.1
2023823,C5101-1-3,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
107150,F0604-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,10.9,6.0,18.9
107150,F1013-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,10.9,6.0,18.9
107150,F0517-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,10.9,6.0,18.9
107150,E0604-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,10.9,6.0,18.9
107344,F0123-3-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.0,14.8,12.0
107344,F0122-2-3,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.0,14.8,12.0
107344,E1509-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,10.0,14.8,12.0
11868,D0216-1-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,6.7,12.2
11868,D0314-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,6.7,12.2
11868,C1008-1-2,140221,[New]A2(RSB1),40.00,48.00,48.00,12.0,6.7,12.2
13802,F0417-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,22.5,14.6,10.6
13802,E1609-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,22.5,14.6,10.6
27458,F0529-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,16.0,8.7,8.0
27458,E0611-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.0,8.7,8.0
105895,F0414-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,10.2,14.7,8.8
105895,E0705-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,10.2,14.7,8.8
107151,E0518-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.1,12.9,8.3
107151,F0907-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.1,12.9,8.3
47570,F0323-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,5.3,14.7,22.0
47570,E1207-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,5.3,14.7,22.0
47570,E0810-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,5.3,14.7,22.0
103432,F0221-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,12.5,4.9
103432,F1610-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,12.5,4.9
103432,F1503-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,12.5,4.9
103432,F0914-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,12.5,4.9
103432,F1608-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.1,12.5,4.9
103432,E0704-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.1,12.5,4.9
8582,D0507-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,8.9,13.2,5.6
53489,D1009-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.0,13.3,8.2
53489,C0812-1-2,140382,[New]H1(RSB1),15.00,30.00,12.00,16.0,13.3,8.2
22670,F0605-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.5,15.4,6.2
22670,E0619-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,9.5,15.4,6.2
83553,F0607-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.7,13.7,7.6
83553,E0510-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.7,13.7,7.6
83553,E0412-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.7,13.7,7.6
102716,F0520-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.2,6.5
102716,F1013-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.2,6.5
102716,F1213-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.9,15.2,6.5
102716,E1009-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.9,15.2,6.5
103217,F1209-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.4,8.9,5.9
103217,E1212-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,9.4,8.9,5.9
83002,D0311-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
50565,D0611-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,8.6,10.2
50565,C0809-1-4,140382,[New]H1(RSB1),15.00,30.00,12.00,12.4,8.6,10.2
102376,E0806-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.7,9.9,8.7
105757,E0617-1-2,140477,[New]D3b(RSB1),45.00,24.00,12.00,17.3,18.4,12.5
107552,F0216-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,11.1,16.1,8.3
107552,E0403-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,11.1,16.1,8.3
46269,C0905-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,14.4,23.0,13.4
38841,C0813-1-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
40527,F0617-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,9.9,18.6,11.2
40527,E0615-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,9.9,18.6,11.2
48410,E0916-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.1,12.7,12.6
74089,D0215-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
74089,D0205-1-1,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
83551,F0507-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.7,13.9,7.6
83551,E1302-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.7,13.9,7.6
100554,F0512-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.2,10.7,9.1
100554,E1211-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.2,10.7,9.1
100554,F1004-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.2,10.7,9.1
2029931,C5108-1-3,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
97987,F0609-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.1,19.8,7.2
97987,F0507-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.1,19.8,7.2
97987,E0408-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.1,19.8,7.2
17436,D0713-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.4,8.4,9.9
17436,C0608-3-1,33150,[New]E3(RSB1),20.00,30.00,20.00,12.4,8.4,9.9
17436,D0502-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,12.4,8.4,9.9
400,C0509-3-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,10.0,11.8,7.2
90061,E1108-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,22.7,18.7,4.8
101624,F0313-5-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.2,10.5,11.1
101624,E1107-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.2,10.5,11.1
101924,B0031-2-1,140509,[New]Y1(RSB1),40.00,96.00,60.00,15.0,10.25,5.5
101924,B0025-2-1,140509,[New]Y1(RSB1),40.00,96.00,60.00,15.0,10.25,5.5
101924,B0031-2-2,140509,[New]Y1(RSB1),40.00,96.00,60.00,15.0,10.25,5.5
101292,F0809-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,22.0,9.5
101292,F0203-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,22.0,9.5
101292,F0214-5-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,22.0,9.5
101292,F0819-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.0,22.0,9.5
101292,E0823-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,14.0,22.0,9.5
101292,F0114-3-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.0,22.0,9.5
101292,F0717-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.0,22.0,9.5
101292,F0311-6-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.0,22.0,9.5
101292,F0312-6-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.0,22.0,9.5
103162,F0413-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.2,10.6,5.6
103162,E0302-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.2,10.6,5.6
107727,E0613-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.7,12.4,9.4
58131,F0805-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.2,6.8,7.7
58131,F0410-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.2,6.8,7.7
58131,F0202-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.2,6.8,7.7
58131,F1507-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.2,6.8,7.7
58131,E1108-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,17.2,6.8,7.7
58131,F1412-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,17.2,6.8,7.7
58131,E1511-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.2,6.8,7.7
93694,F0202-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.5,11.6,7.9
93694,E1302-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.5,11.6,7.9
95935,E0817-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.0,10.1,6.0
95935,E0203-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.0,10.1,6.0
96640,C0516-1-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,13.5,20.4,13.9
51404,C0813-4-2,140382,[New]H1(RSB1),15.00,30.00,12.00,6.5,9.3,7.7
51404,D1006-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,6.5,9.3,7.7
2046185,C5101-1-1,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
20798,F1013-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.2,12.3,4.0
20798,E1108-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.2,12.3,4.0
105067,F0314-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.4,8.9,5.8
105067,F0105-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.4,8.9,5.8
105067,F0320-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.4,8.9,5.8
5771,F0911-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.6,12.4,8.5
5771,E0915-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.6,12.4,8.5
5771,E1503-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.6,12.4,8.5
53730,F0404-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0819-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F1108-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0202-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0916-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0203-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0205-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F1303-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F1006-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0602-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F0414-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,12.9,8.6
53730,F1606-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,12.9,8.6
53730,F1310-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,12.9,8.6
53730,F1111-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,12.9,8.6
53730,F0417-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,12.9,8.6
53730,F1106-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.4,12.9,8.6
53730,F0121-3-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,12.9,8.6
53730,F0211-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,12.9,8.6
53730,F0121-4-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,12.9,8.6
53730,F0909-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,12.9,8.6
53730,F0503-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,12.9,8.6
53730,E1111-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.4,12.9,8.6
53730,E1112-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.4,12.9,8.6
53730,F0601-2-3,140463,[New]A1(RSB10),40.00,48.00,60.00,18.4,12.9,8.6
8577,D9712-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,0.0,0.0,0.0
100702,F0614-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.4,11.9,5.5
100702,E0715-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.4,11.9,5.5
105772,F0903-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.8,20.4,8.4
105772,F0612-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.8,20.4,8.4
105772,E0921-1-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,14.8,20.4,8.4
99263,D0907-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.7,15.4,8.1
99263,C1017-1-2,140212,[New]B1(RSB1),20.00,48.00,48.00,19.7,15.4,8.1
99263,D0804-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,19.7,15.4,8.1
2025215,C5105-1-3,140488,[New]1/3MS RSB5,72.00,24.00,18.00,0.0,0.0,0.0
105556,F0505-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.4,17.4,7.5
105556,E1503-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,17.4,7.5
2068229,C0822-3-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
107404,F0512-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,22.9,14.8,12.1
107404,F0113-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,22.9,14.8,12.1
107404,E0205-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.9,14.8,12.1
107404,E0219-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,22.9,14.8,12.1
11699,E0516-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.1,10.3,13.4
29871,F0802-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.4,14.9,10.6
29871,E0302-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.4,14.9,10.6
35771,E0503-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.0,15.3,6.1
35771,E0812-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.0,15.3,6.1
41376,F0620-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.6,11.1,8.2
41376,E0619-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.6,11.1,8.2
41376,E0607-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.6,11.1,8.2
105632,C0618-1-2,33150,[New]E3(RSB1),20.00,30.00,20.00,0.0,0.0,0.0
22109,D0820-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.3,10.8,6.0
22109,D0624-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.3,10.8,6.0
22109,C0518-2-4,140160,[New]CF1(RSB1),15.00,96.00,18.00,14.3,10.8,6.0
102052,F1607-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.8,11.3,10.2
102052,F0218-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,14.8,11.3,10.2
102052,F0606-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.8,11.3,10.2
102052,F0319-6-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.8,11.3,10.2
102052,F0417-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.8,11.3,10.2
102052,E0412-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.8,11.3,10.2
102052,E0708-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.8,11.3,10.2
104428,E0217-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.9,11.9,9.9
104428,E0811-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.9,11.9,9.9
104428,F0422-2-3,140463,[New]A1(RSB10),40.00,48.00,60.00,15.9,11.9,9.9
106277,F0908-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.2,12.6,14.2
106277,E0806-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.2,12.6,14.2
59270,F1306-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.3,11.5,8.3
59270,E0918-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.3,11.5,8.3
98774,E0513-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.3,9.4,6.7
83266,F0818-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F1210-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F1212-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F0509-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F1313-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F0804-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
83266,F1511-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.0,14.0,9.0
107860,E0416-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,11.7,19.3,10.7
107860,E0913-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,11.7,19.3,10.7
107860,E0813-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,11.7,19.3,10.7
107860,E0402-1-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,11.7,19.3,10.7
29008,F0613-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.2,11.7,8.4
29008,F1307-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.2,11.7,8.4
29008,F1605-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,17.2,11.7,8.4
29008,E0908-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.2,11.7,8.4
29008,E1312-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.2,11.7,8.4
91815,E0812-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.2,12.3,6.8
91815,E1203-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,15.2,12.3,6.8
103286,F0105-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.7,13.1,7.7
103286,E0304-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.7,13.1,7.7
223,F0306-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.2,10.2,10.6
223,E1205-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.2,10.2,10.6
223,E0602-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.2,10.2,10.6
99814,E1013-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.7,20.3,12.4
25179,F1607-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.0,15.0,10.3
25179,E0602-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.0,15.0,10.3
106862,F1210-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.7,16.8,10.1
106862,E0611-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.7,16.8,10.1
